ticker,code,date,summary_gpt,sentiment_gpt,category_gpt,url
M&MFIN,532720,2025-05-02,"Mahindra & Mahindra Financial Services Limited has submitted its audited standalone and consolidated financial statements for the fiscal year ending March 31, 2025, as per regulatory requirements. The filings include the results and auditor reports, with details available on the company's website.",0,financial_results,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e3b534bb-2f6c-4135-b2ce-9aca205bee98.pdf
M&MFIN,532720,2025-05-02,"Mahindra & Mahindra Financial Services Limited has re-approved a rights issue of up to Rs. 3,000 crore and is scheduled to hold a board meeting on May 8, 2025, to finalize details such as issue price and terms. The company is seeking regulatory approval and intends to proceed with the rights issue under new regulations.",20,fundraising,https://www.bseindia.com/xml-data/corpfiling/AttachLive/77c5523a-f784-4dfc-855f-166fd60526bd.pdf
M&MFIN,532720,2025-05-02,"The company has re-approved a rights issue of up to Rs. 3,000 crore to strengthen its capital adequacy ratio and support growth plans, superseding the previous approval from February 2025. The new approval aligns with recent SEBI regulations and does not alter the original issue size or purpose.",20,fundraising,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a35325e8-7a02-44a1-8185-0797b10bff63.pdf
M&MFIN,532720,2025-05-02,"The company has re-approved a rights issue of up to Rs. 3,000 crore to strengthen its capital adequacy ratio, superseding the previous approval from February 2025, and will proceed under the simplified SEBI regulations. The fundraise aims to support the company's growth and asset management plans, with details on the record date and pricing to be announced later.",20,fundraising,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d69cf347-1f0f-475f-8b7c-f4734a36758a.pdf
M&MFIN,532720,2025-05-02,"The company has re-approved a rights issue of up to Rs. 3,000 crore to strengthen its capital adequacy ratio, superseding the previous approval from February 2025, and will proceed under the new simplified SEBI regulations. The rights issue aims to support the company's growth and asset management expansion plans.",20,fundraising,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6d1f562c-6f47-40a2-8842-89d39e6a9d95.pdf
M&MFIN,532720,2025-05-02,"The company has re-approved a rights issue of up to Rs. 3,000 crore to strengthen its capital adequacy ratio, superseding the previous approval from February 2025, and will proceed under the new simplified SEBI regulations. The rights issue aims to support the company's growth and asset management expansion plans.",20,fundraising,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9df59b08-e481-42dd-873b-5c5ae2f4efed.pdf
M&MFIN,532720,2025-04-28,"The company is seeking re-approval from the board for a Rs. 3,000 crore rights issue of equity shares, initially approved in February 2025, to strengthen its capital base and support growth plans, in compliance with recent SEBI regulatory amendments. The re-approval is necessary due to new simplified regulations that came into effect on April 8, 2025, which streamline the rights issue process.",10,fundraising,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d9653ecd-2bfd-47e2-a861-5dc06bdf82d7.pdf
M&MFIN,532720,2025-04-28,"The filing contains the transcript of Mahindra & Mahindra Financial Services Limited's Q4 FY 2025 earnings conference call held on April 22, 2025, discussing the company's financial performance and outlook. It includes management insights and responses to analyst questions, with the transcript made available on the company's investor relations website.",10,earnings_call_transcript,https://www.bseindia.com/xml-data/corpfiling/AttachLive/496fd86a-7eee-4fc7-8373-3cd5b1f95e4b.pdf
M&MFIN,532720,2025-04-26,"The filings confirm that Mahindra & Mahindra Financial Services Limited processed dematerialization requests for securities and reported no requests for equity share dematerialization during Q4 2024. KFin Technologies Limited provided certification of these activities to the company and regulators, ensuring compliance with SEBI regulations.",10,regulatory_compliance,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0bcc7290-b2db-4e09-91c4-256430958b88.pdf
M&MFIN,532720,2025-04-25,"Mahindra & Mahindra Financial Services received a Rs. 71.30 lakh penalty from RBI for non-compliance with certain KYC and fair practice norms, following an inspection and subsequent show cause notice. The company has taken corrective actions and remains committed to compliance, with no impact on its operations beyond the financial penalty.",0,regulatory,https://www.bseindia.com/xml-data/corpfiling/AttachLive/dbe75a7b-fcd6-4394-95f8-220a965f3498.pdf
