ticker,code,date,summary_gpt,sentiment_gpt,category_gpt,url
ICICIBANK,532174,2025-05-02,"ICICI Bank has been fined ₹97.80 lakh by RBI for non-compliance related to cybersecurity reporting, alert software implementation, and credit card statement issuance. The penalty stems from deficiencies identified during RBI's supervisory evaluation, highlighting regulatory compliance issues.",-60,regulatory,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8d67449b-88f6-452f-9ee6-25365bb8c972.pdf
ICICIBANK,532174,2025-04-30,"ICICI Bank has allotted 1,964,431 equity shares to employees under the Stock Option Scheme-2000, with approval from the Board of Directors and Executive Directors. The allotment was completed on April 30, 2025.",10,corporate_actions,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d6c2a06c-86bf-48ff-a874-5b385113eb5e.pdf
ICICIBANK,532174,2025-04-25,"ICICI Bank has released transcripts of its media and earnings calls for the quarter ending March 31, 2025, providing insights into its financial performance and future outlook. The bank also highlighted forward-looking statements and associated risks in its communication.",10,earnings_call_transcript,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1a691340-05c5-4029-a15f-cdd78f457400.pdf
ICICIBANK,532174,2025-04-25,"ICICI Bank has allotted 2,842 equity shares under its Employees Stock Unit Scheme-2022, approved by the Board of Directors and executed by two Executive Directors. The allotment was completed on April 25, 2025.",10,corporate_actions,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1a0df772-29a7-4791-8643-b97fc27f736a.pdf
ICICIBANK,532174,2025-04-23,"ICICI Bank has allotted 2,595,959 equity shares under its Employees Stock Option Scheme-2000, approved by the Board of Directors and authorized by two Executive Directors. The allotment was completed on April 23, 2025.",10,corporate_action,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b0b44321-cd9d-46e1-b115-9629de561e0e.pdf
ICICIBANK,532174,2025-04-19,"ICICI Bank has uploaded audio recordings of its earnings call with analysts and media discussing its financial results for the quarter and fiscal year ending March 31, 2025, accessible on its website. The filing primarily provides information about the availability of these recordings for stakeholders and regulatory bodies.",10,earnings_call_transcript,https://www.bseindia.com/xml-data/corpfiling/AttachHis/dee625c4-d52a-4b5d-8969-50a9f5b66567.pdf
ICICIBANK,532174,2025-04-19,"ICICI Bank has announced the sale of its 18.8% stake in NIIT Institute of Finance Banking and Insurance Training Limited, with completion expected by September 2025, resulting in NIIT-IFBI ceasing to be an associate of the bank. The transaction involves a consideration of approximately ₹47-65.8 million and is with a buyer outside the promoter group, not classified as a related party transaction.",10,disposal,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e98347e1-14ce-4f9c-b543-fcb48a3daac9.pdf
ICICIBANK,532174,2025-04-19,"ICICI Bank announced its audited financial results for the fiscal year ending March 31, 2025, and approved plans for debt issuance, shareholding sale in NIIT-IFBI, and the reappointment of auditors. The bank also declared a dividend of ₹1 per share and made strategic decisions regarding fund raising limits and senior management inclusion.",20,earnings_call_transcript,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bebe24ce-4695-4841-bf2b-9322ffb2575e.pdf
ICICIBANK,532174,2025-04-19,"ICICI Bank reported strong financial performance for Q4-2025, with significant growth in profit before tax, profit after tax, and deposits, alongside healthy asset quality indicators. The bank also announced the release of an investor presentation for analysts and investors, highlighting its quarterly and annual results.",70,financial_results,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d10cf103-572a-4a08-aef8-7492cca3e296.pdf
ICICIBANK,532174,2025-04-19,"ICICI Bank announced its audited financial results for the fiscal year ending March 31, 2025, and approved plans for debt issuance, shareholding sale, and management updates, including dividend declaration. The bank also reappointed its statutory auditors and proposed the sale of its stake in NIIT-IFBI.",20,financial_results,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f5048043-8478-4abf-90fc-ffcda139b8ca.pdf
ICICIBANK,532174,2025-04-19,"ICICI Bank announced its audited financial results for the fiscal year ending March 31, 2025, and approved various corporate actions including fund raising limits, reappointment of auditors, and a potential sale of its stake in NIIT-IFBI. The bank also declared a dividend of ₹1 per share and made managerial appointments.",20,earnings_call_transcript,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f103dc41-01ae-4034-8899-d9be5c3d762a.pdf
